id,label
00368,1
00369,1
00370,1
00371,1
00372,1
00373,1
00374,1
00375,1
00376,1
00377,1
00378,1
00379,1
00380,1
00381,1
00382,1
00383,1
00384,1
00385,1
00386,1
00387,1
00388,1
00389,1
00390,1
00391,1
00392,1
00393,1
00394,1
00395,1
00396,1
00397,1
00398,1
00399,1
00400,1
00401,1
00402,1
00403,1
00404,1
00405,1
00406,1
00407,1
00408,1
00409,1
00410,1
00411,1
00412,1
00413,1
00414,1
00415,1
00416,1
00417,1
00418,1
00419,1
00420,1
00421,1
00422,1
00423,1
00424,1
00425,1
00426,1
00427,1
00428,1
00429,1
00430,1
00431,1
00432,1
00433,1
00434,1
00435,1
00436,1
00437,1
00438,1
00439,1
00440,1
00441,1
00442,1
00443,1
00444,1
00445,1
00446,1
00447,1
00448,1
00449,1
00450,1
00451,1
00452,1
00453,1
00454,1
00455,1
00456,1
00457,1
00458,1
00459,1
00460,1
00461,1
00462,1
00463,1
00464,1
00465,1
00466,1
00467,1
00468,1
00469,1
00470,1
00471,1
00472,1
00473,1
00474,1
00475,1
00476,1
00477,1
00478,1
00479,1
00480,1
00481,1
00482,1
00483,1
00484,1
00485,1
00486,1
00487,1
00488,1
00489,1
00490,1
00491,1
00492,1
00493,1
00494,1
00495,1
00496,1
00497,1
00498,1
00499,1
00500,1
00501,1
00502,1
00503,1
00504,1
00505,1
00506,1
00507,1
00508,1
00509,1
00510,1
00511,1
00512,1
00513,1
00514,1
00515,1
00516,1
00517,1
00518,1
00519,1
00520,1
00521,1
00522,1
00523,1
00524,1
00525,1
00526,1
00527,1
00528,1
00529,1
00530,1
00531,1
00532,1
00533,1
00534,1
00535,1
00536,1
00537,1
00538,1
00539,1
00540,1
00541,1
00542,1
00543,1
00544,1
00545,1
00546,1
00547,1
00548,1
00549,1
00550,1
00551,1
00552,1
00553,1
00554,1
00555,1
00556,1
00557,1
00558,1
00559,1
00560,1
00561,1
00562,1
00563,1
00564,1
00565,1
00566,1
00567,1
00568,1
00569,1
00570,1
00571,1
00572,1
00573,1
00574,1
00575,1
00576,1
00577,1
00578,1
00579,1
00580,1
00581,1
00582,1
00583,1
00584,1
00585,1
00586,1
00587,1
00588,1
00589,1
00590,1
00591,1
00592,1
00593,1
00594,1
00595,1
00596,1
00597,1
00598,1
00599,1
00600,1
00601,1
00602,1
00603,1
00604,1
00605,1
00606,1
00607,1
00608,1
00609,1
00610,1
00611,1
00612,1
00613,1
00614,1
00615,1
00616,1
00617,1
00618,1
00619,1
00620,1
00621,1
00622,1
00623,1
00624,1
00625,1
00626,1
00627,1
00628,1
00629,1
00630,1
00631,1
00632,1
00633,1
00634,1
00635,1
00636,1
00637,1
00638,1
00639,1
00640,1
00641,1
00642,1
00643,1
00644,1
00645,1
00646,1
00647,1
00648,1
00649,1
00650,1
00651,1
00652,1
00653,1
00654,1
00655,1
00656,1
00657,1
00658,1
00659,1
00660,1
00661,1
00662,1
00663,1
00664,1
00665,1
00666,1
00667,1
00668,1
00669,1
00670,1
00671,1
00672,1
00673,1
00674,1
00675,1
00676,1
00677,1
00678,1
00679,1
00680,1
00681,1
00682,1
00683,1
00684,1
00685,1
00686,1
00687,1
00688,1
00689,1
00690,1
00691,1
00692,1
00693,1
00694,1
00695,1
00696,1
00697,1
00698,1
00699,1
00700,1
00701,1
00702,1
00703,1
00704,1
00705,1
00706,1
00707,1
00708,1
00709,1
00710,1
00711,1
00712,1
00713,1
00714,1
00715,1
00716,1
00717,1
00718,1
00719,1
00720,1
00721,1
00722,1
00723,1
00724,1
00725,1
00726,1
00727,1
00728,1
00729,1
00730,1
00731,1
00732,1
00733,1
00734,1
00735,1
00736,1
00737,1
00738,1
00739,1
00740,1
00741,1
00742,1
00743,1
00744,1
00745,1
00746,1
00747,1
00748,1
00749,1
00750,1
00751,1
00752,1
00753,1
00754,1
00755,1
00756,1
00757,1
00758,1
00759,1
00760,1
00761,1
00762,1
00763,1
00764,1
00765,1
00766,1
00767,1
00768,1
00769,1
00770,1
00771,1
00772,1
00773,1
00774,1
00775,1
00776,1
00777,1
00778,1
00779,1
00780,1
00781,1
00782,1
00783,1
00784,1
00785,1
00786,1
00787,1
00788,1
00789,1
00790,1
00791,1
00792,1
00793,1
00794,1
00795,1
00796,1
00797,1
00798,1
00799,1
00800,1
00801,1
00802,1
00803,1
00804,1
00805,1
00806,1
00807,1
00808,1
00809,1
00810,1
00811,1
00812,1
00813,1
00814,1
00815,1
00816,1
00817,1
00818,1
00819,1
00820,1
00821,1
00822,1
00823,1
00824,1
00825,1
00826,1
00827,1
00828,1
00829,1
00830,1
00831,1
00832,1
00833,1
00834,1
00835,1
00836,1
00837,1
00838,1
00839,1
00840,1
00841,1
00842,1
00843,1
00844,1
00845,1
00846,1
00847,1
00848,1
00849,1
00850,1
00851,1
00852,1
00853,1
00854,1
00855,1
00856,1
00857,1
00858,1
00859,1
00860,1
00861,1
00862,1
00863,1
00864,1
00865,1
00866,1
00867,1
00868,1
00869,1
00870,1
00871,1
00872,1
00873,1
00874,1
00875,1
00876,1
00877,1
00878,1
00879,1
00880,1
00881,1
00882,1
00883,1
00884,1
00885,1
00886,1
00887,1
00888,1
00889,1
00890,1
00891,1
00892,1
00893,1
00894,1
00895,1
00896,1
00897,1
00898,1
00899,1
00900,1
00901,1
00902,1
00903,1
00904,1
00905,1
00906,1
00907,1
00908,1
00909,1
00910,1
00911,1
00912,1
00913,1
00914,1
00915,1
00916,1
00917,1
00918,1
00919,1
00920,1
00921,1
00922,1
00923,1
00924,1
00925,1
00926,1
00927,1
00928,1
00929,1
00930,1
00931,1
00932,1
00933,1
00934,1
00935,1
00936,1
00937,1
00938,1
00939,1
00940,1
00941,1
00942,1
00943,1
00944,1
00945,1
00946,1
00947,1
00948,1
00949,1
00950,1
00951,1
00952,1
00953,1
00954,1
00955,1
00956,1
00957,1
00958,1
00959,1
00960,1
00961,1
00962,1
00963,1
00964,1
00965,1
00966,1
00967,1
00968,1
00969,1
00970,1
00971,1
00972,1
00973,1
00974,1
00975,1
00976,1
00977,1
00978,1
00979,1
00980,1
00981,1
00982,1
00983,1
00984,1
00985,1
00986,1
00987,1
00988,1
00989,1
00990,1
00991,1
00992,1
00993,1
00994,1
00995,1
00996,1
00997,1
00998,1
00999,1
01000,1
01001,1
01002,1
01003,1
01004,1
01005,1
01006,1
01007,1
01008,1
01009,1
01010,1
01011,1
01012,1
01013,1
01014,1
01015,1
01016,1
01017,1
01018,1
01019,1
01020,1
01021,1
01022,1
01023,1
01024,1
01025,1
01026,1
01027,1
01028,1
01029,1
01030,1
01031,1
01032,1
01033,1
01034,1
01035,1
01036,1
01037,1
01038,1
01039,1
01040,1
01041,1
01042,1
01043,1
01044,1
01045,1
01046,1
01047,1
01048,1
01049,1
01050,1
01051,1
01052,1
01053,1
01054,1
01055,1
01056,1
01057,1
01058,1
01059,1
01060,1
01061,1
01062,1
01063,1
01064,1
01065,1
01066,1
01067,1
01068,1
01069,1
01070,1
01071,1
01072,1
01073,1
01074,1
01075,1
01076,1
01077,1
01078,1
01079,1
01080,1
01081,1
01082,1
01083,1
01084,1
01085,1
01086,1
01087,1
01088,1
01089,1
01090,1
01091,1
01092,1
01093,1
01094,1
01095,1
01096,1
01097,1
01098,1
01099,1
01100,1
01101,1
01102,1
01103,1
01104,1
01105,1
01106,1
01107,1
01108,1
01109,1
01110,1
01111,1
01112,1
01113,1
01114,1
01115,1
01116,1
01117,1
01118,1
01119,1
01120,1
01121,1
01122,1
01123,1
01124,1
01125,1
01126,1
01127,1
01128,1
01129,1
01130,1
01131,1
01132,1
01133,1
01134,1
01135,1
01136,1
01137,1
01138,1
01139,1
01140,1
01141,1
01142,1
01143,1
01144,1
01145,1
01146,1
01147,1
01148,1
01149,1
01150,1
01151,1
01152,1
01153,1
01154,1
01155,1
01156,1
01157,1
01158,1
01159,1
01160,1
01161,1
01162,1
01163,1
01164,1
01165,1
01166,1
01167,1
01168,1
01169,1
01170,1
01171,1
01172,1
01173,1
01174,1
01175,1
01176,1
01177,1
01178,1
01179,1
01180,1
01181,1
01182,1
01183,1
01184,1
01185,1
01186,1
01187,1
01188,1
01189,1
01190,1
01191,1
01192,1
01193,1
01194,1
01195,1
01196,1
01197,1
01198,1
01199,1
01200,1
01201,1
01202,1
01203,1
01204,1
01205,1
01206,1
01207,1
01208,1
01209,1
01210,1
01211,1
01212,1
01213,1
01214,1
01215,1
01216,1
01217,1
01218,1
01219,1
01220,1
01221,1
01222,1
01223,1
01224,1
01225,1
01226,1
01227,1
01228,1
01229,1
01230,1
01231,1
01232,1
01233,1
01234,1
01235,1
01236,1
01237,1
01238,1
01239,1
01240,1
01241,1
01242,1
01243,1
01244,1
01245,1
01246,1
01247,1
01248,1
01249,1
01250,1
01251,1
01252,1
01253,1
01254,1
01255,1
01256,1
01257,1
01258,1
01259,1
01260,1
01261,1
01262,1
01263,1
01264,1
01265,1
01266,1
01267,1
01268,1
01269,1
01270,1
01271,1
01272,1
01273,1
01274,1
01275,1
01276,1
01277,1
01278,1
01279,1
01280,1
01281,1
01282,1
01283,1
01284,1
01285,1
01286,1
01287,1
01288,1
01289,1
01290,1
01291,1
01292,1
01293,1
01294,1
01295,1
01296,1
01297,1
01298,1
01299,1
01300,1
01301,1
01302,1
01303,1
01304,1
01305,1
01306,1
01307,1
01308,1
01309,1
01310,1
01311,1
01312,1
01313,1
01314,1
01315,1
01316,1
01317,1
01318,1
01319,1
01320,1
01321,1
01322,1
01323,1
01324,1
01325,1
01326,1
01327,1
01328,1
01329,1
01330,1
01331,1
01332,1
01333,1
01334,1
01335,1
01336,1
01337,1
01338,1
01339,1
01340,1
01341,1
01342,1
01343,1
01344,1
01345,1
01346,1
01347,1
01348,1
01349,1
01350,1
01351,1
01352,1
01353,1
01354,1
01355,1
01356,1
01357,1
01358,1
01359,1
01360,1
01361,1
01362,1
01363,1
01364,1
01365,1
01366,1
01367,1
01368,1
01369,1
01370,1
01371,1
01372,1
01373,1
01374,1
01375,1
01376,1
01377,1
01378,1
01379,1
01380,1
01381,1
01382,1
01383,1
01384,1
01385,1
01386,1
01387,1
01388,1
01389,1
01390,1
01391,1
01392,1
01393,1
01394,1
01395,1
01396,1
01397,1
01398,1
01399,1
01400,1
01401,1
01402,1
01403,1
01404,1
01405,1
01406,1
01407,1
01408,1
01409,1
01410,1
01411,1
01412,1
01413,1
01414,1
01415,1
01416,1
01417,1
01418,1
01419,1
01420,1
01421,1
01422,1
01423,1
01424,1
01425,1
01426,1
01427,1
01428,1
01429,1
01430,1
01431,1
01432,1
01433,1
01434,1
01435,1
01436,1
01437,1
01438,1
01439,1
01440,1
01441,1
01442,1
01443,1
01444,1
01445,1
01446,1
01447,1
01448,1
01449,1
01450,1
01451,1
01452,1
01453,1
01454,1
01455,1
01456,1
01457,1
01458,1
01459,1
01460,1
01461,1
01462,1
01463,1
01464,1
01465,1
01466,1
01467,1
01468,1
01469,1
01470,1
01471,1
01472,1
01473,1
01474,1
01475,1
01476,1
01477,1
01478,1
01479,1
01480,1
01481,1
01482,1
01483,1
01484,1
01485,1
01486,1
01487,1
01488,1
01489,1
01490,1
01491,1
01492,1
01493,1
01494,1
01495,1
01496,1
01497,1
01498,1
01499,1
01500,1
01501,1
01502,1
01503,1
01504,1
01505,1
01506,1
01507,1
01508,1
01509,1
01510,1
01511,1
01512,1
01513,1
01514,1
01515,1
01516,1
01517,1
01518,1
01519,1
01520,1
01521,1
01522,1
01523,1
01524,1
01525,1
01526,1
01527,1
01528,1
01529,1
01530,1
01531,1
01532,1
01533,1
01534,1
01535,1
01536,1
01537,1
01538,1
01539,1
01540,1
01541,1
01542,1
01543,1
01544,1
01545,1
01546,1
01547,1
01548,1
01549,1
01550,1
01551,1
01552,1
01553,1
01554,1
01555,1
01556,1
01557,1
01558,1
01559,1
01560,1
01561,1
01562,1
01563,1
01564,1
01565,1
01566,1
01567,1
01568,1
01569,1
01570,1
01571,1
01572,1
01573,1
01574,1
01575,1
01576,1
01577,1
01578,1
01579,1
01580,1
01581,1
01582,1
01583,1
01584,1
01585,1
01586,1
01587,1
01588,1
01589,1
01590,1
01591,1
01592,1
01593,1
01594,1
01595,1
01596,1
01597,1
01598,1
01599,1
01600,1
01601,1
01602,1
01603,1
01604,1
01605,1
01606,1
01607,1
01608,1
01609,1
01610,1
01611,1
01612,1
01613,1
01614,1
01615,1
01616,1
01617,1
01618,1
01619,1
01620,1
01621,1
01622,1
01623,1
01624,1
01625,1
01626,1
01627,1
01628,1
01629,1
01630,1
01631,1
01632,1
01633,1
01634,1
01635,1
01636,1
01637,1
01638,1
01639,1
01640,1
01641,1
01642,1
01643,1
01644,1
01645,1
01646,1
01647,1
01648,1
01649,1
01650,1
01651,1
01652,1
01653,1
01654,1
01655,1
01656,1
01657,1
01658,1
01659,1
01660,1
01661,1
01662,1
01663,1
01664,1
01665,1
01666,1
01667,1
01668,1
01669,1
01670,1
01671,1
01672,1
01673,1
01674,1
01675,1
01676,1
01677,1
01678,1
01679,1
01680,1
01681,1
01682,1
01683,1
01684,1
01685,1
01686,1
01687,1
01688,1
01689,1
01690,1
01691,1
01692,1
01693,1
01694,1
01695,1
01696,1
01697,1
01698,1
01699,1
01700,1
01701,1
01702,1
01703,1
01704,1
01705,1
01706,1
01707,1
01708,1
01709,1
01710,1
01711,1
01712,1
01713,1
01714,1
01715,1
01716,1
01717,1
01718,1
01719,1
01720,1
01721,1
01722,1
01723,1
01724,1
01725,1
01726,1
01727,1
01728,1
01729,1
01730,1
01731,1
01732,1
01733,1
01734,1
01735,1
01736,1
01737,1
01738,1
01739,1
01740,1
01741,1
01742,1
01743,1
01744,1
01745,1
01746,1
01747,1
01748,1
01749,1
01750,1
01751,1
01752,1
01753,1
01754,1
01755,1
01756,1
01757,1
01758,1
01759,1
01760,1
01761,1
01762,1
01763,1
01764,1
01765,1
01766,1
01767,1
01768,1
01769,1
01770,1
01771,1
01772,1
01773,1
01774,1
01775,1
01776,1
01777,1
01778,1
01779,1
01780,1
01781,1
01782,1
01783,1
01784,1
01785,1
01786,1
01787,1
01788,1
01789,1
01790,1
01791,1
01792,1
01793,1
01794,1
01795,1
01796,1
01797,1
01798,1
01799,1
01800,1
01801,1
01802,1
01803,1
01804,1
01805,1
01806,1
01807,1
01808,1
01809,1
01810,1
01811,1
01812,1
01813,1
01814,1
01815,1
01816,1
01817,1
01818,1
01819,1
01820,1
01821,1
01822,1
01823,1
01824,1
01825,1
01826,1
01827,1
01828,1
01829,1
01830,1
01831,1
01832,1
01833,1
01834,1
01835,1
01836,1
01837,1
01838,1
01839,1
01840,1
01841,1
01842,1
01843,1
01844,1
01845,1
01846,1
01847,1
01848,1
01849,1
01850,1
01851,1
01852,1
01853,1
01854,1
01855,1
01856,1
01857,1
01858,1
01859,1
01860,1
01861,1
01862,1
01863,1
01864,1
01865,1
01866,1
01867,1
01868,1
01869,1
01870,1
01871,1
01872,1
01873,1
01874,1
01875,1
01876,1
01877,1
01878,1
01879,1
01880,1
01881,1
01882,1
01883,1
01884,1
01885,1
01886,1
01887,1
01888,1
01889,1
01890,1
01891,1
01892,1
01893,1
01894,1
01895,1
01896,1
01897,1
01898,1
01899,1
01900,1
01901,1
01902,1
01903,1
01904,1
01905,1
01906,1
01907,1
01908,1
01909,1
01910,1
01911,1
01912,1
01913,1
01914,1
01915,1
01916,1
01917,1
01918,1
01919,1
01920,1
01921,1
01922,1
01923,1
01924,1
01925,1
01926,1
01927,1
01928,1
01929,1
01930,1
01931,1
01932,1
01933,1
01934,1
01935,1
01936,1
01937,1
01938,1
01939,1
01940,1
01941,1
01942,1
01943,1
01944,1
01945,1
01946,1
01947,1
01948,1
01949,1
01950,1
01951,1
01952,1
01953,1
01954,1
01955,1
01956,1
01957,1
01958,1
01959,1
01960,1
01961,1
01962,1
01963,1
01964,1
01965,1
01966,1
01967,1
01968,1
01969,1
01970,1
01971,1
01972,1
01973,1
01974,1
01975,1
01976,1
01977,1
01978,1
01979,1
01980,1
01981,1
01982,1
01983,1
01984,1
01985,1
01986,1
01987,1
01988,1
01989,1
01990,1
01991,1
01992,1
01993,1
01994,1
01995,1
01996,1
01997,1
01998,1
01999,1
02000,1
02001,1
02002,1
02003,1
02004,1
02005,1
02006,1
02007,1
02008,1
02009,1
02010,1
02011,1
02012,1
02013,1
02014,1
02015,1
02016,1
02017,1
02018,1
02019,1
02020,1
02021,1
02022,1
02023,1
02024,1
02025,1
02026,1
02027,1
02028,1
02029,1
02030,1
02031,1
02032,1
02033,1
02034,1
02035,1
02036,1
02037,1
02038,1
02039,1
02040,1
02041,1
02042,1
02043,1
02044,1
02045,1
02046,1
02047,1
02048,1
02049,1
02050,1
02051,1
02052,1
02053,1
02054,1
02055,1
02056,1
02057,1
02058,1
02059,1
02060,1
02061,1
02062,1
02063,1
02064,1
02065,1
02066,1
02067,1
02068,1
02069,1
02070,1
02071,1
02072,1
02073,1
02074,1
02075,1
02076,1
02077,1
02078,1
02079,1
02080,1
02081,1
02082,1
02083,1
02084,1
02085,1
02086,1
02087,1
02088,1
02089,1
02090,1
02091,1
02092,1
02093,1
02094,1
02095,1
02096,1
02097,1
02098,1
02099,1
02100,1
02101,1
02102,1
02103,1
02104,1
02105,1
02106,1
02107,1
02108,1
02109,1
02110,1
02111,1
02112,1
02113,1
02114,1
02115,1
02116,1
02117,1
02118,1
02119,1
02120,1
02121,1
02122,1
02123,1
02124,1
02125,1
02126,1
02127,1
02128,1
02129,1
02130,1
02131,1
02132,1
02133,1
02134,1
02135,1
02136,1
02137,1
02138,1
02139,1
02140,1
02141,1
02142,1
02143,1
02144,1
02145,1
02146,1
02147,1
02148,1
02149,1
02150,1
02151,1
02152,1
02153,1
02154,1
02155,1
02156,1
02157,1
02158,1
02159,1
02160,1
02161,1
02162,1
02163,1
02164,1
02165,1
02166,1
02167,1
02168,1
02169,1
02170,1
02171,1
02172,1
02173,1
02174,1
02175,1
02176,1
02177,1
02178,1
02179,1
02180,1
02181,1
02182,1
02183,1
02184,1
02185,1
02186,1
02187,1
02188,1
02189,1
02190,1
02191,1
02192,1
02193,1
02194,1
02195,1
02196,1
02197,1
02198,1
02199,1
02200,1
02201,1
02202,1
02203,1
02204,1
02205,1
02206,1
02207,1
02208,1
02209,1
02210,1
02211,1
02212,1
02213,1
02214,1
02215,1
02216,1
02217,1
02218,1
02219,1
02220,1
02221,1
02222,1
02223,1
02224,1
02225,1
02226,1
02227,1
02228,1
02229,1
02230,1
02231,1
02232,1
02233,1
02234,1
02235,1
02236,1
02237,1
02238,1
02239,1
02240,1
02241,1
02242,1
02243,1
02244,1
02245,1
02246,1
02247,1
02248,1
02249,1
02250,1
02251,1
02252,1
02253,1
02254,1
02255,1
02256,1
02257,1
02258,1
02259,1
02260,1
02261,1
02262,1
02263,1
02264,1
02265,1
02266,1
02267,1
02268,1
02269,1
02270,1
02271,1
02272,1
02273,1
02274,1
02275,1
02276,1
02277,1
02278,1
02279,1
02280,1
02281,1
02282,1
02283,1
02284,1
02285,1
02286,1
02287,1
02288,1
02289,1
02290,1
02291,1
02292,1
02293,1
02294,1
02295,1
02296,1
02297,1
02298,1
02299,1
02300,1
02301,1
02302,1
02303,1
02304,1
02305,1
02306,1
02307,1
02308,1
02309,1
02310,1
02311,1
02312,1
02313,1
02314,1
02315,1
02316,1
02317,1
02318,1
02319,1
02320,1
02321,1
02322,1
02323,1
02324,1
02325,1
02326,1
02327,1
02328,1
02329,1
02330,1
02331,1
02332,1
02333,1
02334,1
02335,1
02336,1
02337,1
02338,1
02339,1
02340,1
02341,1
02342,1
02343,1
02344,1
02345,1
02346,1
02347,1
02348,1
02349,1
02350,1
02351,1
02352,1
02353,1
02354,1
02355,1
02356,1
02357,1
02358,1
02359,1
02360,1
02361,1
02362,1
02363,1
02364,1
02365,1
02366,1
02367,1
02368,1
02369,1
02370,1
02371,1
02372,1
02373,1
02374,1
02375,1
02376,1
02377,1
02378,1
02379,1
02380,1
02381,1
02382,1
02383,1
02384,1
02385,1
02386,1
02387,1
02388,1
02389,1
02390,1
02391,1
02392,1
02393,1
02394,1
02395,1
02396,1
02397,1
02398,1
02399,1
02400,1
02401,1
02402,1
02403,1
02404,1
02405,1
02406,1
02407,1
02408,1
02409,1
02410,1
02411,1
02412,1
02413,1
02414,1
02415,1
02416,1
02417,1
02418,1
02419,1
02420,1
02421,1
02422,1
02423,1
02424,1
02425,1
02426,1
02427,1
02428,1
02429,1
02430,1
02431,1
02432,1
02433,1
02434,1
02435,1
02436,1
02437,1
02438,1
02439,1
02440,1
02441,1
02442,1
02443,1
02444,1
02445,1
02446,1
02447,1
02448,1
02449,1
02450,1
02451,1
02452,1
02453,1
02454,1
02455,1
02456,1
02457,1
02458,1
02459,1
02460,1
02461,1
02462,1
02463,1
02464,1
02465,1
02466,1
02467,1
02468,1
02469,1
02470,1
02471,1
02472,1
02473,1
02474,1
02475,1
02476,1
02477,1
02478,1
02479,1
02480,1
02481,1
02482,1
02483,1
02484,1
02485,1
02486,1
02487,1
02488,1
02489,1
02490,1
02491,1
02492,1
02493,1
02494,1
02495,1
02496,1
02497,1
02498,1
02499,1
02500,1
02501,1
02502,1
02503,1
02504,1
02505,1
02506,1
02507,1
02508,1
02509,1
02510,1
02511,1
02512,1
02513,1
02514,1
02515,1
02516,1
02517,1
02518,1
02519,1
02520,1
02521,1
02522,1
02523,1
02524,1
02525,1
02526,1
02527,1
02528,1
02529,1
02530,1
02531,1
02532,1
02533,1
02534,1
02535,1
02536,1
02537,1
02538,1
02539,1
02540,1
02541,1
02542,1
02543,1
02544,1
02545,1
02546,1
02547,1
02548,1
02549,1
02550,1
02551,1
02552,1
02553,1
02554,1
02555,1
02556,1
02557,1
02558,1
02559,1
02560,1
02561,1
02562,1
02563,1
02564,1
02565,1
02566,1
02567,1
02568,1
02569,1
02570,1
02571,1
02572,1
02573,1
02574,1
02575,1
02576,1
02577,1
02578,1
02579,1
02580,1
02581,1
02582,1
02583,1
02584,1
02585,1
02586,1
02587,1
02588,1
02589,1
02590,1
02591,1
02592,1
02593,1
02594,1
02595,1
02596,1
02597,1
02598,1
02599,1
02600,1
02601,1
02602,1
02603,1
02604,1
02605,1
02606,1
02607,1
02608,1
02609,1
02610,1
02611,1
02612,1
02613,1
02614,1
02615,1
02616,1
02617,1
02618,1
02619,1
02620,1
02621,1
02622,1
02623,1
02624,1
02625,1
02626,1
02627,1
02628,1
02629,1
02630,1
02631,1
02632,1
02633,1
02634,1
02635,1
02636,1
02637,1
02638,1
02639,1
02640,1
02641,1
02642,1
02643,1
02644,1
02645,1
02646,1
02647,1
02648,1
02649,1
02650,1
02651,1
02652,1
02653,1
02654,1
02655,1
02656,1
02657,1
02658,1
02659,1
02660,1
02661,1
02662,1
02663,1
02664,1
02665,1
02666,1
02667,1
02668,1
02669,1
02670,1
02671,1
02672,1
02673,1
02674,1
02675,1
02676,1
02677,1
02678,1
02679,1
02680,1
02681,1
02682,1
02683,1
02684,1
02685,1
02686,1
02687,1
02688,1
02689,1
02690,1
02691,1
02692,1
02693,1
02694,1
02695,1
02696,1
02697,1
02698,1
02699,1
02700,1
02701,1
02702,1
02703,1
02704,1
02705,1
02706,1
02707,1
02708,1
02709,1
02710,1
02711,1
02712,1
02713,1
02714,1
02715,1
02716,1
02717,1
02718,1
02719,1
02720,1
02721,1
02722,1
02723,1
02724,1
02725,1
02726,1
02727,1
02728,1
02729,1
02730,1
02731,1
02732,1
02733,1
02734,1
02735,1
02736,1
02737,1
02738,1
02739,1
02740,1
02741,1
02742,1
02743,1
02744,1
02745,1
02746,1
02747,1
02748,1
02749,1
02750,1
02751,1
02752,1
02753,1
02754,1
02755,1
02756,1
02757,1
02758,1
02759,1
02760,1
02761,1
02762,1
02763,1
02764,1
02765,1
02766,1
02767,1
02768,1
02769,1
02770,1
02771,1
02772,1
02773,1
02774,1
02775,1
02776,1
02777,1
02778,1
02779,1
02780,1
02781,1
02782,1
02783,1
02784,1
02785,1
02786,1
02787,1
02788,1
02789,1
02790,1
02791,1
02792,1
02793,1
02794,1
02795,1
02796,1
02797,1
